date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:02	51338/51338	---M-Z	200	added ('200')	text/html	date:Fri,%2024%20Apr%202026%2005:31:02%20GMT	https://class.foxconnect.kr/faq/faqList.do?menuNo=10	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/faq/faqList3f34.html	(from https://class.foxconnect.kr/index.do)
14:31:02	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:02%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=d&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearch30e7.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:02	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:02%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=1&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearchc4be.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:02	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:02%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=C&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearch1a24.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:03	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:03%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=azure&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearche43d.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:03	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:03%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=%ec%bd%94%eb%94%a9&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearch07fb.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:03	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:03%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=%ea%b5%90%ec%9c%a1%ec%9e%90%eb%a5%bc&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearchf909.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:03	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:03%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=2026&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearchd137.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:03	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:03%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=2025&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearch912f.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:04	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:31:04%20GMT	https://class.foxconnect.kr/fox/cls/globalSearch.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchKeyword=2027&searchCondition=ALL	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/globalSearch42e2.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
